0,words,frequency
stuck,['stuck'],260
musty,['musty'],260
thinking,['thinking'],260
rent,['rent'],259
departure,['departure'],259
overlooked,['overlooked'],259
sweet,['sweet'],259
wear,['wear'],259
ahead,['ahead'],258
tube,['tube'],258
east,['east'],258
2004,['2004'],257
that,['that'],257
evenings,['evenings'],257
brand,['brand'],257
learn,['learn'],256
checkout,['checkout'],256
unique,['unique'],255
web,['web'],254
17,['17'],254
rooftop,['rooftop'],254
cut,['cut'],254
requests,['requests'],254
microwave,['microwave'],254
vip,['vip'],254
meeting,['meeting'],253
fruits,['fruits'],253
hang,['hang'],253
international,['international'],252
underground,['underground'],251
state,['state'],251
wharf,['wharf'],251
laid,['laid'],250
steakhouse,['steakhouse'],250
certain,['certain'],249
fitness,['fitness'],249
iron,['iron'],249
picture,['picture'],249
beginning,['beginning'],249
convenience,['convenience'],249
facility,['facility'],249
played,['played'],248
relaxed,['relaxed'],248
happen,['happen'],248
doubt,['doubt'],248
deep,['deep'],248
sofitel,['sofitel'],248
workers,['workers'],247
cars,['cars'],247
fab,['fab'],247
december,['december'],247
fix,['fix'],246
send,['send'],246
connection,['connection'],246
funny,['funny'],245
privacy,['privacy'],245
milk,['milk'],245
waste,['waste'],244
normally,['normally'],244
starbucks,['starbucks'],244
rambla,['rambla'],244
cream,['cream'],244
uk,['uk'],244
strange,['strange'],243
luck,['luck'],243
paradisus,['paradisus'],243
honest,['honest'],242
odd,['odd'],242
when,['when'],242
gourmet,['gourmet'],242
hop,['hop'],242
appreciate,['appreciate'],242
carlton,['carlton'],241
vacations,['vacations'],241
seaweed,['seaweed'],241
personally,['personally'],241
refrigerator,['refrigerator'],241
details,['details'],241
cereals,['cereals'],241
v,['v'],240
west,['west'],240
satisfied,['satisfied'],240
driving,['driving'],239
villas,['villas'],238
advised,['advised'],238
constantly,['constantly'],238
bartender,['bartender'],238
spots,['spots'],237
cozy,['cozy'],237
action,['action'],237
breads,['breads'],237
answer,['answer'],236
le,['le'],236
recent,['recent'],236
forgot,['forgot'],235
runs,['runs'],235
spray,['spray'],235
mattress,['mattress'],235
mainly,['mainly'],235
avenue,['avenue'],235
salad,['salad'],235
touches,['touches'],234
says,['says'],234
speed,['speed'],234
sell,['sell'],234
notch,['notch'],234
unlike,['unlike'],234
impossible,['impossible'],233
adjacent,['adjacent'],233
us,['us'],233
bothered,['bothered'],233
parents,['parents'],233
interested,['interested'],233
stomach,['stomach'],232
partner,['partner'],232
step,['step'],232
o,['o'],231
ages,['ages'],231
packed,['packed'],231
designed,['designed'],231
peaceful,['peaceful'],230
condition,['condition'],230
canada,['canada'],230
miles,['miles'],230
interior,['interior'],230
self,['self'],229
soap,['soap'],228
cup,['cup'],228
western,['western'],228
eiffel,['eiffel'],228
preferred,['preferred'],228
girl,['girl'],228
effort,['effort'],228
juices,['juices'],227
wasnt,['wasnt'],227
previously,['previously'],227
rental,['rental'],227
seating,['seating'],226
flights,['flights'],225
hallway,['hallway'],225
mistake,['mistake'],225
60,['60'],225
bedding,['bedding'],225
ticket,['ticket'],225
marina,['marina'],224
getaway,['getaway'],224
counter,['counter'],224
would,['would'],224
parts,['parts'],224
properties,['properties'],224
exception,['exception'],223
miami,['miami'],223
keeping,['keeping'],223
conditioner,['conditioner'],222
control,['control'],222
over,['over'],222
sheraton,['sheraton'],221
discovered,['discovered'],221
traditional,['traditional'],221
tons,['tons'],221
useful,['useful'],221
direction,['direction'],221
traveler,['traveler'],221
laundry,['laundry'],220
again,['again'],220
reach,['reach'],220
china,['china'],220
child,['child'],220
spotlessly,['spotlessly'],220
complaining,['complaining'],219
figure,['figure'],219
carry,['carry'],219
dvd,['dvd'],219
advise,['advise'],218
box,['box'],218
riding,['riding'],218
off,['off'],218
faced,['faced'],218
crowd,['crowd'],218
attractive,['attractive'],218
convention,['convention'],218
experiences,['experiences'],218
photos,['photos'],217
barely,['barely'],217
ladies,['ladies'],217
rocks,['rocks'],216
21,['21'],216
gives,['gives'],216
35,['35'],216
drop,['drop'],216
cake,['cake'],215
baby,['baby'],215
player,['player'],215
planned,['planned'],215
dam,['dam'],215
express,['express'],215
robes,['robes'],215
croissants,['croissants'],215
19,['19'],214
slippers,['slippers'],214
hanging,['hanging'],213
acceptable,['acceptable'],213
keys,['keys'],213
6th,['6th'],213
sense,['sense'],213
intercontinental,['intercontinental'],213
feb,['feb'],213
memorable,['memorable'],213
port,['port'],212
22,['22'],212
luckily,['luckily'],212
activity,['activity'],212
visitors,['visitors'],211
opera,['opera'],211
priceline,['priceline'],211
wants,['wants'],211
asian,['asian'],211
also,['also'],210
equipment,['equipment'],210
story,['story'],210
çî,['çî'],210
built,['built'],209
too,['too'],209
liquor,['liquor'],209
owner,['owner'],209
glasses,['glasses'],209
hawaii,['hawaii'],209
finished,['finished'],209
quieter,['quieter'],209
loads,['loads'],209
trendy,['trendy'],209
properly,['properly'],208
hold,['hold'],208
cocktail,['cocktail'],208
shampoo,['shampoo'],208
entertaining,['entertaining'],207
upset,['upset'],207
hip,['hip'],207
hungry,['hungry'],207
states,['states'],207
terminal,['terminal'],207
delightful,['delightful'],207
post,['post'],206
bathtub,['bathtub'],206
hk,['hk'],206
mornings,['mornings'],206
tax,['tax'],206
orange,['orange'],206
storage,['storage'],206
affordable,['affordable'],206
fare,['fare'],206
midnight,['midnight'],206
curtains,['curtains'],206
terms,['terms'],205
motel,['motel'],205
crazy,['crazy'],205
maintenance,['maintenance'],205
surrounding,['surrounding'],204
original,['original'],204
products,['products'],204
but,['but'],204
seats,['seats'],204
gate,['gate'],203
theatre,['theatre'],203
tidy,['tidy'],203
stroll,['stroll'],203
cute,['cute'],202
school,['school'],201
position,['position'],201
exceeded,['exceeded'],201
locations,['locations'],201
promptly,['promptly'],201
lived,['lived'],201
route,['route'],201
popular,['popular'],201
known,['known'],201
favourite,['favourite'],200
drivers,['drivers'],200
cookies,['cookies'],200
hospitality,['hospitality'],199
steep,['steep'],199
proximity,['proximity'],199
types,['types'],198
theme,['theme'],198
renovation,['renovation'],198
barcelo,['barcelo'],198
magnificent,['magnificent'],198
include,['include'],198
firm,['firm'],197
recommendation,['recommendation'],197
neat,['neat'],197
discount,['discount'],197
calm,['calm'],197
treatment,['treatment'],197
mother,['mother'],196
owners,['owners'],196
pack,['pack'],196
bucks,['bucks'],196
hassle,['hassle'],196
village,['village'],196
boy,['boy'],195
hallways,['hallways'],195
premium,['premium'],195
hill,['hill'],195
compare,['compare'],195
heaven,['heaven'],195
newly,['newly'],195
spread,['spread'],195
ubud,['ubud'],195
conveniently,['conveniently'],195
cart,['cart'],194
includes,['includes'],194
d,['d'],194
german,['german'],193
principe,['principe'],193
hey,['hey'],193
supermarket,['supermarket'],193
posted,['posted'],193
laptop,['laptop'],193
nightlife,['nightlife'],193
70,['70'],192
van,['van'],192
trams,['trams'],192
sauna,['sauna'],192
bambu,['bambu'],192
accommodation,['accommodation'],192
90,['90'],192
ill,['ill'],192
regarding,['regarding'],191
re,['re'],191
piece,['piece'],191
enter,['enter'],191
heavy,['heavy'],191
gran,['gran'],191
serving,['serving'],191
massive,['massive'],191
diamond,['diamond'],191
rock,['rock'],190
noon,['noon'],190
exceptionally,['exceptionally'],190
topless,['topless'],190
carribean,['carribean'],190
unable,['unable'],190
lock,['lock'],190
seat,['seat'],190
accomodations,['accomodations'],189
mile,['mile'],189
mediocre,['mediocre'],189
receive,['receive'],189
blast,['blast'],189
offering,['offering'],188
adult,['adult'],188
jan,['jan'],188
them,['them'],188
enjoying,['enjoying'],188
february,['february'],188
possibly,['possibly'],187
refused,['refused'],187
occasions,['occasions'],187
do,['do'],187
written,['written'],187
exploring,['exploring'],187
absolute,['absolute'],187
26,['26'],187
beef,['beef'],187
shoes,['shoes'],187
overnight,['overnight'],187
dryer,['dryer'],187
starting,['starting'],186
mail,['mail'],186
joke,['joke'],186
provides,['provides'],186
allow,['allow'],186
warning,['warning'],186
stays,['stays'],186
cramped,['cramped'],186
eye,['eye'],185
calling,['calling'],185
remote,['remote'],185
fell,['fell'],185
golden,['golden'],185
upscale,['upscale'],185
toronto,['toronto'],185
replaced,['replaced'],185
roads,['roads'],185
chic,['chic'],184
presented,['presented'],184
rolls,['rolls'],184
sounds,['sounds'],184
mix,['mix'],184
conditioned,['conditioned'],184
agreed,['agreed'],183
duty,['duty'],183
unit,['unit'],182
tapas,['tapas'],182
mar,['mar'],182
lacking,['lacking'],182
talked,['talked'],182
safari,['safari'],182
promised,['promised'],182
wanting,['wanting'],182
eventually,['eventually'],181
trains,['trains'],181
admit,['admit'],181
research,['research'],181
fries,['fries'],180
jazz,['jazz'],180
barrier,['barrier'],180
smiling,['smiling'],180
300,['300'],180
wasn,['wasn'],180
orchard,['orchard'],180
hands,['hands'],179
likely,['likely'],179
process,['process'],179
bourbon,['bourbon'],179
shut,['shut'],179
helps,['helps'],179
animation,['animation'],179
plate,['plate'],179
opportunity,['opportunity'],178
bank,['bank'],178
transfer,['transfer'],178
omni,['omni'],178
shown,['shown'],178
del,['del'],178
necessary,['necessary'],177
television,['television'],177
character,['character'],177
approx,['approx'],177
updated,['updated'],177
here,['here'],177
ample,['ample'],177
plastic,['plastic'],177
slight,['slight'],176
clock,['clock'],176
opening,['opening'],176
chef,['chef'],176
pike,['pike'],176
funky,['funky'],176
seriously,['seriously'],176
needless,['needless'],176
library,['library'],175
body,['body'],175
down,['down'],175
wing,['wing'],175
suggestions,['suggestions'],175
grab,['grab'],175
overly,['overly'],175
rice,['rice'],174
inexpensive,['inexpensive'],174
learned,['learned'],174
resturants,['resturants'],174
saved,['saved'],174
oriental,['oriental'],174
bills,['bills'],174
maker,['maker'],174
boats,['boats'],174
chocolates,['chocolates'],173
famous,['famous'],173
realize,['realize'],173
hesitation,['hesitation'],172
advertised,['advertised'],172
negatives,['negatives'],172
shame,['shame'],172
wash,['wash'],172
affinia,['affinia'],172
depending,['depending'],172
accessible,['accessible'],172
ponte,['ponte'],172
from,['from'],172
computers,['computers'],172
bahn,['bahn'],171
question,['question'],171
tasted,['tasted'],171
dessert,['dessert'],171
destination,['destination'],171
tennis,['tennis'],171
pull,['pull'],171
poolside,['poolside'],171
dry,['dry'],171
roomy,['roomy'],171
23,['23'],171
rented,['rented'],170
switch,['switch'],170
narrow,['narrow'],170
married,['married'],170
touristy,['touristy'],170
standing,['standing'],170
seven,['seven'],170
secure,['secure'],169
clubs,['clubs'],169
cheeses,['cheeses'],169
impeccable,['impeccable'],169
attached,['attached'],169
boys,['boys'],169
smooth,['smooth'],169
mold,['mold'],169
can,['can'],169
needle,['needle'],168
final,['final'],168
drove,['drove'],168
reviewer,['reviewer'],168
heading,['heading'],168
wind,['wind'],168
confirmation,['confirmation'],168
suit,['suit'],168
cathedral,['cathedral'],167
mirror,['mirror'],167
flying,['flying'],167
150,['150'],167
recommending,['recommending'],167
form,['form'],167
originally,['originally'],167
natural,['natural'],167
nobody,['nobody'],167
dinners,['dinners'],166
france,['france'],166
traveller,['traveller'],166
wifi,['wifi'],166
yogurt,['yogurt'],166
breezes,['breezes'],166
usd,['usd'],166
police,['police'],166
names,['names'],166
correct,['correct'],166
accommodations,['accommodations'],166
quay,['quay'],166
customers,['customers'],166
cook,['cook'],166
connected,['connected'],165
wonder,['wonder'],165
date,['date'],165
die,['die'],165
darling,['darling'],165
spring,['spring'],165
info,['info'],165
suggested,['suggested'],164
specialty,['specialty'],164
writing,['writing'],164
spain,['spain'],164
breathtaking,['breathtaking'],164
upper,['upper'],164
harbor,['harbor'],164
suitcases,['suitcases'],164
constant,['constant'],164
explained,['explained'],163
lay,['lay'],163
dreams,['dreams'],163
ala,['ala'],163
pushed,['pushed'],163
refreshing,['refreshing'],162
condado,['condado'],162
words,['words'],162
chinatown,['chinatown'],162
oasis,['oasis'],162
gold,['gold'],162
rained,['rained'],162
warned,['warned'],162
sushi,['sushi'],162
ants,['ants'],162
prompt,['prompt'],162
basis,['basis'],162
unbelievable,['unbelievable'],161
mark,['mark'],161
storm,['storm'],161
signs,['signs'],161
putting,['putting'],161
god,['god'],161
r,['r'],161
decide,['decide'],161
serves,['serves'],160
quaint,['quaint'],160
bedrooms,['bedrooms'],160
tap,['tap'],160
reasons,['reasons'],160
bellman,['bellman'],160
trolley,['trolley'],159
stained,['stained'],159
upstairs,['upstairs'],159
extras,['extras'],159
al,['al'],159
highlight,['highlight'],159
fall,['fall'],159
feature,['feature'],159
nervous,['nervous'],159
noted,['noted'],159
recomend,['recomend'],159
markets,['markets'],159
comparison,['comparison'],158
surprisingly,['surprisingly'],158
g,['g'],158
cons,['cons'],158
boring,['boring'],158
gracious,['gracious'],158
held,['held'],158
cups,['cups'],157
lit,['lit'],157
court,['court'],157
hut,['hut'],157
doorman,['doorman'],157
28,['28'],157
ways,['ways'],157
monday,['monday'],157
moving,['moving'],157
grocery,['grocery'],157
coke,['coke'],157
disgusting,['disgusting'],157
exit,['exit'],157
telling,['telling'],157
personnel,['personnel'],157
75,['75'],156
opted,['opted'],156
entered,['entered'],156
kid,['kid'],156
employee,['employee'],156
refurbished,['refurbished'],156
considered,['considered'],156
historic,['historic'],155
tend,['tend'],155
curtain,['curtain'],155
wood,['wood'],155
knowing,['knowing'],155
throw,['throw'],155
drank,['drank'],155
response,['response'],154
band,['band'],154
hospital,['hospital'],154
nightmare,['nightmare'],154
feels,['feels'],154
volleyball,['volleyball'],153
kuta,['kuta'],153
safety,['safety'],153
books,['books'],153
peace,['peace'],153
salads,['salads'],153
camera,['camera'],153
shabby,['shabby'],153
islands,['islands'],153
27,['27'],153
tastes,['tastes'],153
weekends,['weekends'],153
locked,['locked'],153
plasma,['plasma'],152
strongly,['strongly'],152
burgers,['burgers'],152
period,['period'],152
beverages,['beverages'],152
dropped,['dropped'],152
ensure,['ensure'],152
paint,['paint'],151
colonial,['colonial'],151
functional,['functional'],151
reccomend,['reccomend'],151
couch,['couch'],151
movie,['movie'],151
respect,['respect'],151
hello,['hello'],151
birds,['birds'],151
shape,['shape'],150
surrounded,['surrounded'],150
dissapointed,['dissapointed'],150
realized,['realized'],150
beers,['beers'],150
dec,['dec'],150
contemporary,['contemporary'],150
occasion,['occasion'],150
shared,['shared'],150
passed,['passed'],150
dogs,['dogs'],149
sandwiches,['sandwiches'],149
purchase,['purchase'],149
seperate,['seperate'],149
usa,['usa'],149
mtr,['mtr'],149
dog,['dog'],149
wished,['wished'],149
tight,['tight'],149
7th,['7th'],149
éèe,['éèe'],149
first,['first'],149
tastefully,['tastefully'],149
initially,['initially'],148
exercise,['exercise'],148
nearest,['nearest'],148
santa,['santa'],148
varied,['varied'],148
aside,['aside'],148
history,['history'],148
winter,['winter'],148
yards,['yards'],148
saona,['saona'],148
manhattan,['manhattan'],148
soda,['soda'],148
bagels,['bagels'],148
wise,['wise'],147
stolen,['stolen'],147
hairdryer,['hairdryer'],147
unusual,['unusual'],147
cabs,['cabs'],147
journey,['journey'],147
cause,['cause'],147
groups,['groups'],146
